chemical_name,inchi,chebi_identifier,var1_levels,var1_uri,var2_levels,var2_uri,treatment,sample_size,sample_mean,unit,sem
hexanal,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",chebi:88528,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.6,,
(E)-2-hexenal,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+",chebi:28913,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.8,,
(Z)-3-hexen-1-ol,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",chebi:28857,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
(E)-2-hexen-1-ol,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h4-5,7H,2-3,6H2,1H3/b5-4+",chebi:141205,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
hexan-1-ol,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",chebi:87393,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
(Z)-3-hexenyl acetate,"InChI=1S/C8H14O2/c1-3-4-5-6-7-10-8(2)9/h4-5H,3,6-7H2,1-2H3/b5-4-",chebi:61316,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
hexyl acetate,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",chebi:87510,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
nonanal,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",chebi:84268,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
benzylalcohol,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",chebi:17987,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,1.1,,
benzaldehyde,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,chebi:17169,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
2-phenylethanol,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",chebi:49000,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,12,,
phenylacetaldehyde,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",chebi:16424,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.7,,
"3,5-dimethoxytoluene","InChI=1S/C9H12O2/c1-7-4-8(10-2)6-9(5-7)11-3/h4-6H,1-3H3",chebi:141217,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.6,,
"1,3,5-trimethoxybenzene","InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3",chebi:31038,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.2,,
eugenol,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",chebi:4917,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
methyl eugenol,"InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4-8H,1-3H3",chebi:14469,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
geraniol,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",chebi:17447,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,49.5,,
geranial,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7+",chebi:16980,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,9.9,,
geranic_acid,"InChI=1S/C10H16O2/c1-8(2)5-4-6-9(3)7-10(11)12/h5,7H,4,6H2,1-3H3,(H,11,12)/b9-7+",chebi:67264,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,3.6,,
geranyl acetate,"InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+",chebi:5331,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.4,,
nerol,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",chebi:29452,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,6.1,,
neral,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7-",chebi:29020,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.5,,
citronellol,"InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3",chebi:50462,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,3.7,,
beta-myrcene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",chebi:17221,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
Z-β-ocimene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8-",chebi:87574,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
(E)-beta-ocimene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8+",chebi:64280,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
germacrene D,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10,12,15H,3,5-6,9,11H2,1-2,4H3/b10-8+,14-7+",chebi:49045,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.4,,
Germacrene D 4 ol,"InChI=1S/C15H26O/c1-12(2)14-8-7-13(3)6-5-10-15(4,16)11-9-14/h6,9,11-12,14,16H,5,7-8,10H2,1-4H3/b11-9+,13-6+",chebi:141218,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
bicyclogermacrene,"InChI=1S/C15H24/c1-11-6-5-7-12(2)10-14-13(9-8-11)15(14,3)4/h6,10,13-14H,5,7-9H2,1-4H3/b11-6+,12-10+/t13-,14+/m1/s1",chebi:63709,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
(E)-beta-farnesene,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9,12H,1,4,7-8,10-11H2,2-3,5H3/b15-12+",chebi:10418,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.3,,
"(E,E)-farnesol","InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+",chebi:16619,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,8.6,,
"(E,E)-farnesal","InChI=1S/C15H24O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11-12H,5-6,8,10H2,1-4H3/b14-9+,15-11+",chebi:15894,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.2,,
"(E,E)-farnesyl acetate","InChI=1S/C17H28O2/c1-14(2)8-6-9-15(3)10-7-11-16(4)12-13-19-17(5)18/h8,10,12H,6-7,9,11,13H2,1-5H3/b15-10+,16-12+",,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
delta-cadinene,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13,15H,5-8H2,1-4H3",chebi:140564,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
alpha-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15+/m0/s1",chebi:132905,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
tau-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15-/m0/s1",chebi:138042,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
tau-muurolol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14-,15-/m0/s1",,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
elemol,"InChI=1S/C15H26O/c1-7-15(6)9-8-12(14(4,5)16)10-13(15)11(2)3/h7,12-13,16H,1-2,8-10H2,3-6H3/t12-,13+,15-/m1/s1",chebi:141221,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
dihydro-beta-ionone,"InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-9H2,1-4H3",chebi:18015,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0,,
dihydro-beta-ionol,"InChI=1S/C13H24O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h11,14H,5-9H2,1-4H3",,PM,https://garden.org/plants/view/2273/Rose-Rosa-Papa-Meilland/,,,PM,,0.1,,
hexanal,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",chebi:88528,RM,Rouge Meilland,,,RM,,7.3,,
(E)-2-hexenal,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+",chebi:28913,RM,Rouge Meilland,,,RM,,22.4,,
(Z)-3-hexen-1-ol,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",chebi:28857,RM,Rouge Meilland,,,RM,,6.8,,
(E)-2-hexen-1-ol,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h4-5,7H,2-3,6H2,1H3/b5-4+",chebi:141205,RM,Rouge Meilland,,,RM,,1.5,,
hexan-1-ol,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",chebi:87393,RM,Rouge Meilland,,,RM,,6.9,,
(Z)-3-hexenyl acetate,"InChI=1S/C8H14O2/c1-3-4-5-6-7-10-8(2)9/h4-5H,3,6-7H2,1-2H3/b5-4-",chebi:61316,RM,Rouge Meilland,,,RM,,5.7,,
hexyl acetate,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",chebi:87510,RM,Rouge Meilland,,,RM,,0.6,,
nonanal,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",chebi:84268,RM,Rouge Meilland,,,RM,,1.9,,
benzylalcohol,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",chebi:17987,RM,Rouge Meilland,,,RM,,13.9,,
benzaldehyde,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,chebi:17169,RM,Rouge Meilland,,,RM,,0.2,,
2-phenylethanol,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",chebi:49000,RM,Rouge Meilland,,,RM,,0,,
phenylacetaldehyde,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",chebi:16424,RM,Rouge Meilland,,,RM,,0,,
"3,5-dimethoxytoluene","InChI=1S/C9H12O2/c1-7-4-8(10-2)6-9(5-7)11-3/h4-6H,1-3H3",chebi:141217,RM,Rouge Meilland,,,RM,,24.3,,
"1,3,5-trimethoxybenzene","InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3",chebi:31038,RM,Rouge Meilland,,,RM,,0.6,,
eugenol,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",chebi:4917,RM,Rouge Meilland,,,RM,,1,,
methyl eugenol,"InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4-8H,1-3H3",chebi:14469,RM,Rouge Meilland,,,RM,,0,,
geraniol,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",chebi:17447,RM,Rouge Meilland,,,RM,,1.9,,
geranial,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7+",chebi:16980,RM,Rouge Meilland,,,RM,,0.1,,
geranic_acid,"InChI=1S/C10H16O2/c1-8(2)5-4-6-9(3)7-10(11)12/h5,7H,4,6H2,1-3H3,(H,11,12)/b9-7+",chebi:67264,RM,Rouge Meilland,,,RM,,0,,
geranyl acetate,"InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+",chebi:5331,RM,Rouge Meilland,,,RM,,0,,
nerol,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",chebi:29452,RM,Rouge Meilland,,,RM,,0,,
neral,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7-",chebi:29020,RM,Rouge Meilland,,,RM,,0,,
citronellol,"InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3",chebi:50462,RM,Rouge Meilland,,,RM,,0,,
beta-myrcene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",chebi:17221,RM,Rouge Meilland,,,RM,,0,,
Z-β-ocimene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8-",chebi:87574,RM,Rouge Meilland,,,RM,,0,,
(E)-beta-ocimene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8+",chebi:64280,RM,Rouge Meilland,,,RM,,0,,
germacrene D,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10,12,15H,3,5-6,9,11H2,1-2,4H3/b10-8+,14-7+",chebi:49045,RM,Rouge Meilland,,,RM,,0,,
Germacrene D 4 ol,"InChI=1S/C15H26O/c1-12(2)14-8-7-13(3)6-5-10-15(4,16)11-9-14/h6,9,11-12,14,16H,5,7-8,10H2,1-4H3/b11-9+,13-6+",chebi:141218,RM,Rouge Meilland,,,RM,,0,,
bicyclogermacrene,"InChI=1S/C15H24/c1-11-6-5-7-12(2)10-14-13(9-8-11)15(14,3)4/h6,10,13-14H,5,7-9H2,1-4H3/b11-6+,12-10+/t13-,14+/m1/s1",chebi:63709,RM,Rouge Meilland,,,RM,,0,,
(E)-beta-farnesene,"InChI=1S/C15H24/c1-6-14(4)10-8-12-15(5)11-7-9-13(2)3/h6,9,12H,1,4,7-8,10-11H2,2-3,5H3/b15-12+",chebi:10418,RM,Rouge Meilland,,,RM,,0.6,,
"(E,E)-farnesol","InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+",chebi:16619,RM,Rouge Meilland,,,RM,,3.5,,
"(E,E)-farnesal","InChI=1S/C15H24O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11-12H,5-6,8,10H2,1-4H3/b14-9+,15-11+",chebi:15894,RM,Rouge Meilland,,,RM,,0,,
"(E,E)-farnesyl acetate","InChI=1S/C17H28O2/c1-14(2)8-6-9-15(3)10-7-11-16(4)12-13-19-17(5)18/h8,10,12H,6-7,9,11,13H2,1-5H3/b15-10+,16-12+",,RM,Rouge Meilland,,,RM,,0,,
delta-cadinene,"InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13,15H,5-8H2,1-4H3",chebi:140564,RM,Rouge Meilland,,,RM,,0,,
alpha-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15+/m0/s1",chebi:132905,RM,Rouge Meilland,,,RM,,0,,
tau-cadinol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15-/m0/s1",chebi:138042,RM,Rouge Meilland,,,RM,,0,,
tau-muurolol,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14-,15-/m0/s1",,RM,Rouge Meilland,,,RM,,0,,
elemol,"InChI=1S/C15H26O/c1-7-15(6)9-8-12(14(4,5)16)10-13(15)11(2)3/h7,12-13,16H,1-2,8-10H2,3-6H3/t12-,13+,15-/m1/s1",chebi:141221,RM,Rouge Meilland,,,RM,,0,,
dihydro-beta-ionone,"InChI=1S/C13H22O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h5-9H2,1-4H3",chebi:18015,RM,Rouge Meilland,,,RM,,0.6,,
dihydro-beta-ionol,"InChI=1S/C13H24O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h11,14H,5-9H2,1-4H3",,RM,Rouge Meilland,,,RM,,0.2,,
hexanal,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3",chebi:88528,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.1,,
(E)-2-hexenal,"InChI=1S/C6H10O/c1-2-3-4-5-6-7/h4-6H,2-3H2,1H3/b5-4+",chebi:28913,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.1,,
(Z)-3-hexen-1-ol,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",chebi:28857,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
(E)-2-hexen-1-ol,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h4-5,7H,2-3,6H2,1H3/b5-4+",chebi:141205,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
hexan-1-ol,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",chebi:87393,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
(Z)-3-hexenyl acetate,"InChI=1S/C8H14O2/c1-3-4-5-6-7-10-8(2)9/h4-5H,3,6-7H2,1-2H3/b5-4-",chebi:61316,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
hexyl acetate,"InChI=1S/C8H16O2/c1-3-4-5-6-7-10-8(2)9/h3-7H2,1-2H3",chebi:87510,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
nonanal,"InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3",chebi:84268,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
benzylalcohol,"InChI=1S/C7H8O/c8-6-7-4-2-1-3-5-7/h1-5,8H,6H2",chebi:17987,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.3,,
benzaldehyde,InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H,chebi:17169,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.3,,
2-phenylethanol,"InChI=1S/C8H10O/c9-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2",chebi:49000,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,68.9,,
phenylacetaldehyde,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",chebi:16424,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,11.6,,
"3,5-dimethoxytoluene","InChI=1S/C9H12O2/c1-7-4-8(10-2)6-9(5-7)11-3/h4-6H,1-3H3",chebi:141217,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.1,,
"1,3,5-trimethoxybenzene","InChI=1S/C9H12O3/c1-10-7-4-8(11-2)6-9(5-7)12-3/h4-6H,1-3H3",chebi:31038,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
eugenol,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3",chebi:4917,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,1.1,,
methyl eugenol,"InChI=1S/C11H14O2/c1-4-5-9-6-7-10(12-2)11(8-9)13-3/h4-8H,1-3H3",chebi:14469,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.1,,
geraniol,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7+",chebi:17447,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,9.8,,
geranial,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7+",chebi:16980,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,2.6,,
geranic_acid,"InChI=1S/C10H16O2/c1-8(2)5-4-6-9(3)7-10(11)12/h5,7H,4,6H2,1-3H3,(H,11,12)/b9-7+",chebi:67264,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,1.4,,
geranyl acetate,"InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8+",chebi:5331,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.4,,
nerol,"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",chebi:29452,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,1,,
neral,"InChI=1S/C10H16O/c1-9(2)5-4-6-10(3)7-8-11/h5,7-8H,4,6H2,1-3H3/b10-7-",chebi:29020,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.2,,
citronellol,"InChI=1S/C10H20O/c1-9(2)5-4-6-10(3)7-8-11/h5,10-11H,4,6-8H2,1-3H3",chebi:50462,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.6,,
beta-myrcene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",chebi:17221,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
Z-β-ocimene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8-",chebi:87574,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
(E)-beta-ocimene,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7-8H,1,6H2,2-4H3/b10-8+",chebi:64280,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0,,
germacrene D,"InChI=1S/C15H24/c1-12(2)15-10-8-13(3)6-5-7-14(4)9-11-15/h7-8,10,12,15H,3,5-6,9,11H2,1-2,4H3/b10-8+,14-7+",chebi:49045,AL,https://garden.org/plants/view/865/Rose-Rosa-Alister-Stella-Gray/,,,AL,,0.4,,
